prolific_id,time,prop,context,status,player,x1status,x2status,x3context,xtime,counts,d2_x1statushi,d2_x2statushi,d2_x1statuslo,d2_x2statuslo,d2_x1statuscon,d2_x2statuscon,d2_x3context_t,d2_x3context_s
5bb6645cc9fbd80001039726,post,0.5,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
5bb6645cc9fbd80001039726,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
5f5ca0c252e427494c865f79,post,0.2,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
5f5ca0c252e427494c865f79,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
60205d8a88ba9165dda2b151,post,0.1111111111111111,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
60205d8a88ba9165dda2b151,pre,0.2222222222222222,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
60612fd306d3d8c7475ece13,pre,0.18181818181818182,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
60612fd306d3d8c7475ece13,post,0.52,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
60ad148879b3d5d9d26895ad,post,0.5,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
60ad148879b3d5d9d26895ad,pre,0.14285714285714285,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
60ce0a6c4c63973175fc8ff5,post,0.3333333333333333,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
60ce0a6c4c63973175fc8ff5,pre,0.6666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
60d76cce59eae3386c827330,post,0.3076923076923077,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
60d76cce59eae3386c827330,pre,0.2857142857142857,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
60ec0b638c0357cc5aaa7ef9,pre,0.5,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
60ec0b638c0357cc5aaa7ef9,post,0.46153846153846156,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
60f4686fa8507f11a68dd08d,post,0.41379310344827586,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
60f4686fa8507f11a68dd08d,pre,0.26666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
60fc80e73f1c3e9e88ced07f,post,0.3,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
60fc80e73f1c3e9e88ced07f,pre,0.2,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
61119d000297adcbddf476ba,post,0.15384615384615385,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
61119d000297adcbddf476ba,pre,0.2857142857142857,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
611280d376d6f1af5cbf3b28,post,0.125,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
611280d376d6f1af5cbf3b28,pre,0.42857142857142855,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
611a78a867ecfe70a58a091c,post,0.4444444444444444,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
611a78a867ecfe70a58a091c,pre,0.5714285714285714,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
611e6967ccf716610ee82d4f,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
611e6967ccf716610ee82d4f,post,0.42857142857142855,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6124ad762ab26a0c08d2673b,post,0.47058823529411764,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6124ad762ab26a0c08d2673b,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6124e2a1186597939fe6b56f,pre,0.5,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6124e2a1186597939fe6b56f,post,0.47368421052631576,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
612e35362bcb3d928fb13ff3,post,0.5333333333333333,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
612e35362bcb3d928fb13ff3,pre,0.18181818181818182,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6135ec9fab3a61b528030d20,post,0.4,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6135ec9fab3a61b528030d20,pre,0.2,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
614109b7ef3efe4e692cc724,pre,0.42857142857142855,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
614109b7ef3efe4e692cc724,post,0.625,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
61414bbb373e914ccb5cc9e1,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
61414bbb373e914ccb5cc9e1,post,0.25,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
614335e22e40cf0db3aa8f70,post,0.125,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
614335e22e40cf0db3aa8f70,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6149fb5e58eceb343aee6aa4,pre,0.4,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6149fb5e58eceb343aee6aa4,post,0.4,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6154ae87f8e46e4407e55b98,post,0.5,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6154ae87f8e46e4407e55b98,pre,0.16666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
615876335c174db546bc6bc5,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
615876335c174db546bc6bc5,post,0.2222222222222222,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
615a42e60429e8a5bd4452bc,post,0.2857142857142857,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
615a42e60429e8a5bd4452bc,pre,0.4,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6166b147c933050769aae94a,post,0.2857142857142857,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6166b147c933050769aae94a,pre,0.4,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6169c20a0f515d6479e22c01,post,0.42857142857142855,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6169c20a0f515d6479e22c01,pre,0.16666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
617107eeb2b068b93ade8bcb,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
617107eeb2b068b93ade8bcb,post,0.4666666666666667,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6234a0f41672df2c4660f2b1,post,0.3333333333333333,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6234a0f41672df2c4660f2b1,pre,0.2,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
624e10e161a702342a781a11,post,0.3333333333333333,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
624e10e161a702342a781a11,pre,0.16666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6282b5b3b7c24072ccaaaffb,post,0.6,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6282b5b3b7c24072ccaaaffb,pre,0.2,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6283efc6560ca5762882edc0,post,0.42857142857142855,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6283efc6560ca5762882edc0,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62974afad103dc86caeca63b,post,0.16666666666666666,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62974afad103dc86caeca63b,pre,0.125,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6298b758db0b1ce22e9fbbf9,pre,0.42857142857142855,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6298b758db0b1ce22e9fbbf9,post,0.25,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62a1e91dcf7c0718e985a736,post,0.3,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62a1e91dcf7c0718e985a736,pre,0.5,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62ac8345accf223f2bcaef54,post,0.3333333333333333,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62ac8345accf223f2bcaef54,pre,0.3,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62b4675059b5156376d73a3d,post,0.3,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62b4675059b5156376d73a3d,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62c58021af077a4795ac0a29,pre,0.16666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62c58021af077a4795ac0a29,post,0.5,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62d13bffbbaad560955a083d,post,0.4,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62d13bffbbaad560955a083d,pre,0.16666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62d1e2e9c14f687d9c3a489c,pre,0.16666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62d1e2e9c14f687d9c3a489c,post,0.2222222222222222,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62da641c20e3e304623ebd1f,post,0.25,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62da641c20e3e304623ebd1f,pre,0.42857142857142855,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62e9a85afabe7691599debc5,pre,0.2857142857142857,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62e9a85afabe7691599debc5,post,0.375,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62e9fb6e14b32601c2301755,post,0.5,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62e9fb6e14b32601c2301755,pre,0.125,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62fb79e7c968f4fc555d1e2f,pre,0.4,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62fb79e7c968f4fc555d1e2f,post,0.375,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62fc2776d1d4dc20dd42495e,post,0.5,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62fc2776d1d4dc20dd42495e,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
62fe34c166ae3fc3ec3db936,post,0.2,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
62fe34c166ae3fc3ec3db936,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
63066d90f454b37be8cbac7f,post,0.1,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
63066d90f454b37be8cbac7f,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
630850b112f93b832e5a1617,post,0.35714285714285715,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
630850b112f93b832e5a1617,pre,0.2857142857142857,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6310b90df31f584230da32bf,post,0.16666666666666666,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6310b90df31f584230da32bf,pre,0.2,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6310cc9c43676160338e137c,post,0.09090909090909091,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6310cc9c43676160338e137c,pre,0.16666666666666666,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6310d903f849c97fe4846350,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6310d903f849c97fe4846350,post,0.8333333333333334,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
63127c874930de6613ee524b,post,0.2857142857142857,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
63127c874930de6613ee524b,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
631699e51577c995252cf3fc,post,0.47619047619047616,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
631699e51577c995252cf3fc,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
63176e7a79a6bb6cc2b8092c,pre,0.5,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
63176e7a79a6bb6cc2b8092c,post,0.5,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6318a8f221cf2a64e6e5e380,post,0.3,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6318a8f221cf2a64e6e5e380,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6318b951c1f4db9ccaf145e1,post,0.09090909090909091,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6318b951c1f4db9ccaf145e1,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6319fb0ba120bd51bf96ac43,pre,0.4,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6319fb0ba120bd51bf96ac43,post,0.3333333333333333,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6319fda77a0f1e8100fafe8d,post,0.3333333333333333,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6319fda77a0f1e8100fafe8d,pre,0.4,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
631a0fa1605e74fd0a253ccb,pre,0.2,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
631a0fa1605e74fd0a253ccb,post,0.2857142857142857,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
631a623e14430da0ad2da8d4,post,0.125,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
631a623e14430da0ad2da8d4,pre,0.2,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
631c780f9c470a68068955ab,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
631c780f9c470a68068955ab,post,0.2222222222222222,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
631d10eac8039f031ca7faa3,post,1,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
631d10eac8039f031ca7faa3,pre,0.5,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
631e8dd9714233eb75ffb333,pre,0.2727272727272727,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
631e8dd9714233eb75ffb333,post,0.4444444444444444,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
632190bcf132c51acad8d760,pre,0.2,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
632190bcf132c51acad8d760,post,0.16666666666666666,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
632651a9f1a00140dc2b9487,pre,0.2222222222222222,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
632651a9f1a00140dc2b9487,post,0.25,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
632892646eb1fff474584dd7,post,0.3076923076923077,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
632892646eb1fff474584dd7,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6329fadf7246a0ffcc3273f1,pre,0.4444444444444444,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6329fadf7246a0ffcc3273f1,post,0.14285714285714285,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
632b1dcaa52bdbc0fdcae831,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
632b1dcaa52bdbc0fdcae831,post,0.16666666666666666,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
632b70fb5dbb96057a10061f,pre,0.25,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
632b70fb5dbb96057a10061f,post,0.2,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6333103245619932bba4c8f6,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6333103245619932bba4c8f6,post,0.3333333333333333,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6333ce8c34fbb52f01de79aa,pre,0.2857142857142857,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6333ce8c34fbb52f01de79aa,post,0.2222222222222222,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6334df27284fbe566f1b02be,pre,0.125,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6334df27284fbe566f1b02be,post,0.6666666666666666,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
6335ec63ad290b348a3f784e,pre,0.3333333333333333,social,high,1,1,1,-1,-1,TRUE,0,0,2,0,1,3,-2,0
6335ec63ad290b348a3f784e,post,0.14285714285714285,social,high,1,1,1,-1,1,FALSE,0,0,2,0,1,3,-2,0
59297a236c835800011a31b3,post,0.3333333333333333,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
59297a236c835800011a31b3,pre,0.25,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
5cce11bec17d6a000177585e,post,0.5,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
5cce11bec17d6a000177585e,pre,0.2857142857142857,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
5d2789eecb80f3001524ef2e,post,0.16666666666666666,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
5d2789eecb80f3001524ef2e,pre,0.5,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
5dd0fae5fce60619c31f0df1,post,0.42857142857142855,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
5dd0fae5fce60619c31f0df1,pre,0.2222222222222222,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
5e69747159921f000b6a17df,pre,0.125,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
5e69747159921f000b6a17df,post,0.11764705882352941,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
5ea4b47c14912a469756a808,post,1,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
5ea4b47c14912a469756a808,pre,0.3333333333333333,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
5ecb01c6ce3f41678ceeb97c,pre,0.3333333333333333,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
5ecb01c6ce3f41678ceeb97c,post,0.14285714285714285,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
5f49457d8ac21f34cf443e62,pre,0.36363636363636365,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
5f49457d8ac21f34cf443e62,post,0.25,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
60819e4ac4ac1a8bc6d269fd,post,0.1875,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
60819e4ac4ac1a8bc6d269fd,pre,0.125,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
60fe53cc174b797d0c38ee33,pre,0.4,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
60fe53cc174b797d0c38ee33,post,0.18181818181818182,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
61025a7bda932c5341fd36d9,post,0.3333333333333333,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
61025a7bda932c5341fd36d9,pre,0.16666666666666666,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
6110f9f3a598c0b88eaa3ee3,pre,0.16666666666666666,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
6110f9f3a598c0b88eaa3ee3,post,0.4642857142857143,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
613001f53ec1e19ee81fbc3c,post,0.5416666666666666,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
613001f53ec1e19ee81fbc3c,pre,0.14285714285714285,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
61395939bf400a127ece925d,pre,0.375,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
61395939bf400a127ece925d,post,0.4666666666666667,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
6139d0cdc1cc98b809470ae6,post,0.3333333333333333,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
6139d0cdc1cc98b809470ae6,pre,0.375,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
614b44966a3170cadb5a3200,post,0.125,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
614b44966a3170cadb5a3200,pre,0.25,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
61572e5ca3fbf21b69802432,post,0.3125,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
61572e5ca3fbf21b69802432,pre,0.3333333333333333,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
615b89f05c6789f6c121026f,post,0.35714285714285715,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
615b89f05c6789f6c121026f,pre,0.25,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
61692da1dbf3ba5b2507c1c5,post,0.3333333333333333,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
61692da1dbf3ba5b2507c1c5,pre,0.16666666666666666,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
628bc74f7a49c6307cd25e2b,post,0.15384615384615385,social,control,1,0,-2,-1,1,FALSE,-1,-3,1,-3,0,0,-2,0
628bc74f7a49c6307cd25e2b,post,0.15384615384615385,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
628bc74f7a49c6307cd25e2b,pre,0.375,social,control,1,0,-2,-1,-1,TRUE,-1,-3,1,-3,0,0,-2,0
628bc74f7a49c6307cd25e2b,pre,0.375,task,high,1,1,1,1,-1,TRUE,0,0,2,0,1,3,0,2
629b3e30703b60b4d4bd5f1b,post,0.5833333333333334,task,high,1,1,1,1,1,FALSE,0,0,2,0,1,3,0,2
